id	en	en_US	ja	es	fr	it	pt_BR	es_US	de	pl	zh	tr	se	ru
event22_3	However, by carving up the words\nthat make up our world,	However, from the words of this world\nwhich he harvested,	だが　奴は刈り取った\nこの世界の文字から			Tuttavia, dalle parole di questo mondo\nche ha raccolto,	No entanto, por ter reescrito as palavras\nque criam nosso mundo,	Sin embargo, él utiliza las palabras que\ncosechó de este mundo	Dennoch, durch sein Auslöschen der Worte,\ndie diese Welt ausmachen,	Aczykolwiek, pozbywając się słów,\nktóre tworzą nasz świat,		Ancak, dünyamızı oluşturan\nkelimeleri parçalara ayırarak,		
event22_4	New spirits have also appeared.	He creates new genies.	新たなマジンを生み出す			Lui crea nuovi geni.	novos espiritos também apareceram.	para crear nuevos majin.	sind ebenfalls Geister erschienen.	Pojawiły się też nowe duchy.		Yeni ruhlar da ortaya çıktı.		
event22_5	His power is nearly godlike.	That power...Truly godlike, indeed.	その力…\nまさに神のごとしじゃ			Che potere...Veramente divino.	Seu poder é praticamente divino.	Ese poder es digno de un dios.	Seine Macht ist nahezu gottgleich.	Jego moc jest praktycznie boska.		Gücü neredeyse tanrısal.		
event22_6	Godlike, huh...?\nWell, that's a problem, then.	Godlike, you say? Well, isn't that annoying.	神…だって？\nやっかいなもんだ			Divino dici? Beh, che fastidio.	Divino, é...?\nIsso não vai ser fácil então.	¿De un dios, dices? Qué fastidio.	Gottgleich, huh...?\nNa, das ist mal ein schönes Schlamassel.	Boska, co...?\nNo, to może być problem.		Tanrısal, huh...?\nPeki, bu bir problem, o zaman.		
event22_7	Even so, supernatural beings like\nthe Erazor Djinn always have weak points	Hmph. Even gods have their weaknesses, however.	ふむ　ただし神と　いえども\n弱点はある			Comunque gli dei hanno anche loro delle debolezze.	Mesmo assim, seres sobrenaturais como\no Erazor Djinn sempre tem pontos fracos	Sí. Pero incluso los dioses tienen sus debilidades.	Wie dem auch sei, übernatürliche Wesen,\nwie der Erazor Djinn, haben stets	Mimo to, supernaturalne istoty jak\nErazor Dżin zawsze mają swoje słabości		Yine de, Erazor Cin'i gibi doğaüstü\nvarlıkların her zaman zayıf noktaları vardır.		
event22_8	That are told of in stories.	Simply put...	さっするに…			in poche parole...	que são contados nas histórias.	Sospecho...	Schwachpunkte, von denen in Geschichten die Rede ist.	O których mowa w powieściach.		Hikayelerde anlatılanlar.		
event22_9	Huh?		？			Huh?	Hã?	¿Mmm?	Huh?	Hm?		Huh?		
event22_10	?		？			?	?	¿Eh?	?	?		?		
event22_11	In truth, he is a Genie of the Lamp.\nSomehow, though, he has escaped.	His true identity is the Genie of the Lamp.\nSomehow, he must have come out.	やつの正体はランプの精じゃ\nなにかの理由で外にでたのじゃろう			La sua vera identità è il Genio della Lampada.\nIn qualche modo è uscito.	Na verdade, ele é um Gênio da Lâmpada.\nPorém de alguma forma ele escapou.	Su verdadera naturaleza es la del genio de la lámpara.\nDebe de haber salido por alguna razón.	In Wahrheit ist er ein Dschinni der Wunderlampe.\nIrgendwie jedoch ist er entkommen.	Prawdą jest, że jest dżinem lampy.\nJednak, jakoś uciekł.		Aslında o bir Lamba Cini.\nAncak bir şekilde kaçmayı başardı.		
event22_12	If we had the lamp he belongs to,	If you had the original lamp,	元のランプがあれば			Se avessi la lampada originale,	Se nós tivéssemos a lâmpada a qual ele pertence,	Si tuviéramos su lámpara original,	Hätten wir die Lampe, die zu ihm gehört,	Jeśli byśmy mieli lampę do której należy,		Eğer ona ait olan lambaya sahip olsaydık,		
event22_13	It could be possible to seal\nhim away again... forever.	You might be able to seal his power.	やつの力を封じることが\nできるかもしれん			Potresti sigillare il suo potere.	seria possivel sela-lo\nnovamente... para sempre.	tal vez podríamos sellar su poder.	ergäbe sich gewiss die Möglichkeit,\nihn erneut zu versiegeln, auf ewig.	Możliwe jest, że możemy go\nznowu w niej uwięzić... Na zawsze.		Onu tekrar sonsuza dek hapsetmek mümkün olabilir...		
event22_14	Lamp, huh?	Lamp, huh...?	ランプ…か			Lampada, eh?	Uma lâmpada, é?	¿Su lámpara?	Die Lampe, huh?	Lampa, ta?		Lamba, huh?		
event22_15	Hmmm... there is one problem, though.	Hmph...	ふむ…			Hmph...	Hmmm... mas há um problema.	Sí...	Hmmm... Es besteht jedoch ein Problem.	Hmm... jest tylko jeden problem.		Hmm... ama bir sorun var.		
event22_16	Returning the lost stories to their original\nstate requires greater power than we have.	Restoring lost stories requires far more power\nthan stealing them away.	失われた物語を元にもどすことは\nうばうより　強大な力ぱ必要じゃ			Restaurare storie perdute richiede molto più potere\npiuttosto che rubarli.	Restaurar as histórias perdidas requer muito mais poder do que apagá-las	Pero restaurar una historia perdida requiere un\npoder mucho mayor que el que la borró.	Den verlorenen Geschichten zu ihrer alten Pracht zu verhelfen,\nverlangt nach größerer Macht als uns zur Verfügung steht.	Przywrócenie straconych opowieści do ich\npierwotnego stanu wymaga więcej mocy, której nie mamy.		Kaybolmuş hikayeleri asıl hallerine döndürmek,\nsahip olduğumuzdan daha büyük bir güç gerektiriyor.		
event22_17	It would take a miracle.	Such power would be nothing short of miraculous.	それこそ奇跡ともいえる\n力がじゃ			Tale potere sara niente di meno che un miracolo.	Este poder seria equivalente a um milagre.	Un poder que podría considerarse milagroso.	Es verlangt nach einem Wunder.	Potrzebowalibyśmy cudu.		Bu ancak bir mucizeyle olabilir.		
event22_18	Leave it to me.\nThat's why I'm here, after all.		まかせとけって\nそのために　きたんだぜ			Lascia fare a me.\nÈ perchè sono qui dopotutto.	Deixa comigo.\nÉ pra isso que eu tô aqui, afinal.	Déjemelo a mí. Para eso estoy aquí.	Ach, nur nicht den Kopf verlieren.\nDafür bin ich ja hier!	Zostaw to mnie.\nW końcu po to tutaj jestem.		Bunu bana bırakın.\nZaten bunun için buradayım.		
event22_19	I see. So, then you are the legendary\nblue hedgehog...	I see. So, you are that legendary hedgehog...	なるほど　おぬしか\n伝説のハリネズミとやらは…			Capisco. Quindi, sei tu quel riccio leggendario...	Entendo. Então você é\no lendário ouriço azul...	¡Ya veo, eres tú! El legendario erizo, ¿verdad?	Verstehe.\nDann musst du also der legendäre blaue Igel sein...	Rozumiem. Więc,\nty jesteś legendarnym niebieskim jeżem...		Anladım. Öyleyse sen\nefsanevi mavi kirpisin...		
event22_20	A great curse has been placed upon you.	You are quite cursed, aren't you?	ずいぶん　呪われとるぞ			Sembri proprio maledetto, non è vero?	Uma grande maldição foi colocada em você.	Estás completamente maldito.	Ein schrecklicher Fluch wurde dir auferlegt.	Wielka klątwa została na tobie położona.		Sana büyük bir lanet geldi.		
event22_21	I can see in your eyes,\nthe grim fate that awaits you.	I can see hell in your eyes.	おめしの瞳からは\n地獄がみえるわぃ			Posso vedere l'inferno nei tuoi occhi.	Consigo ver o destino sinistro que lhe aguarda.	El mismísimo infierno se refleja en tus ojos.	Ich erkenne in deinen Augen das finstere Schicksal,\ndas dich erwartet.	W twoich oczach widzę ciemny los,\nktóry na Ciebie czeka..		Gözlerinde seni bekleyen\nacımasız kaderi görebiliyorum.		
event22_22	Hey, quit staring.\nYou're giving me the creeps!	Don't stare so much, gramps!\nI'll get flustered!	そんなに　のぞくなよ　ジイさん\nテレるだろ			Basta guardarmi così tanto nonnetto!\nMi farai diventare nervoso!	Ei, para de me olhar assim.\nTá me dando arrepios!	No me mire tanto, abuelo. Es vergonzoso.	Hey, genug geglotzt!\nMir läuft's schon kalt die Stacheln runter!	Hey, przestań się tak gapić!\nPrzerażaja mnie te twoje gały!		Hey, bakmayı bırak.\nBeni ürkütüyorsun!		
event22_23	Hm. I am a bit hesitant to put this\nupon you, but... I will tell you this.	Hm. I feel a bit uneasy betting everything on you,\nbut...Let me tell you something.	ふん　おめしに　賭けるのは\nちょいと不安じゃが…　教えよう			Mm. Mi sento un po a disagio a lasciare tutto a te,\nma...Fammi dire questo.	Hm. Estou um pouco hesitante\nde deixar isso em suas mãos, mas... lhe direi isso.	Mmm... Me inquieta un poco contarte esto, pero lo haré.	Ich bin nicht sicher, ob ich dir das aufbürden sollte,\ndoch ich gebe dir Folgendes mit auf den Weg.	Hm, trochę niezdecydowanie Ci\nto mówię, ale... powiem Tobie tak.		Hım. Bunu sana söylemek konusunda\nbiraz tereddütlüyüm ama... şunu söyleyeceğim.		
event22_24	You can find the Erazor Djinn in his palace,\nup in the sky.	He's in the sky,\nin a floating palace that he lifted himself.	奴は　みずから浮かべた\n空中の宮殿におるわい			È nel cielo,\nin un palazzo fluttuante che ha innalzato lui.	Você encontrará o Erazor Djinn em seu palácio,\nno céu.	Él reside en el palacio que conjuró en el aire.	Du findest Erazor Djinn in seinem Palast,\nhoch am Himmelszelt.	Znajdziesz Erazora Dżina w jego\npałacu, wysoko w powietrzu.		Erazor Cini, gökyüzündeki\nsarayında bulabilirsiniz.		
event22_25	Show me that your part of this legend\ncan come true.	Show me some a glimpse of this legend.	伝説の　へんりんぐらい\n見せてもらおうぞ			Fammi vedere che la tua parte di questa leggenda\npuò diventare realtà.	Mostre-me que sua parte nessa lenda\npode se tornar realidade.	Contemplemos un atisbo de esa leyenda.	Zeige mir, dass dein Teil der Legende\nin Erfüllung gehen kann.	Pokaż, że ta część legendy\nmoże stać się prawdą.		Bana bu efsanenin senin payına düşen\nkısmının da gerçeğe dönüşebileceğini göster.		
event22_26	Thanks... Now it's time I make a\nlegend for myself, then!	Thanks. I guess I'll go\nmake myself a legend, then.	サンキュー\nそれじゃ　伝説でも　つくってくるか			Grazie. Suppongo che andrò\na diventare una leggenda allora.	Valeu... Tá na hora de fazer a minha lenda!	¡Gracias! ¡Bien, hora de crear mi leyenda!	Danke... Wird wohl Zeit,\ndass ich 'ne eigene Legende schreibe!	Dzięki...\nW takim razie zróbmy ze mnie legendę!		Teşekkürler... Şimdi sıra bende, kendime\nbir efsane yaratma zamanı!		
event22_27	Hold the White World Ring up to\nthe palace gates, and they will open.	Hold up the white World Ring in front\nof the palace gate, and it will open.	宮殿の門の前で白の世界リングを\nかざすのじゃ　それで門はひらく			Tieni l'Anello Mondiale Bianco davanti\nal cancello del palazzo, esso si aprirà	Segure o Anel do Mundo Branco em frente\naos portões do palácio, e eles se abrirão.	Levanta el Anillo mundial blanco ante las puertas\ndel palacio. Entonces se abrirán estas.	Halte den weißen Weltenring an den Palasttoren empor,\nund sie werden sich öffnen.	Trzymaj Biały Pierścień Świata\nprzy bramach pałacu, a otworzą się.		Beyaz Dünya Yüzüğünü saray kapılarına\ndoğru tutun, kapılar açılacaktır.		
event22_28	OK!\nThanks for your help.	OK! Thanks for the help, gramps.	ＯＫ！\nためになったぜ　じいさん			Okay! Grazie dell'aiuto nonnetto.	Beleza!\nValeu pela ajuda.	¡Okey! ¡Eso fue útil, abuelo!	Geht klar!\nNochmal danke für die Hilfe!	Okej!\nDzięki za pomoc.		Pekala!\nYardımın için teşekkürler.		
event22_29	I sense death approaching...	Hm...Signs of death are appearing.	ふん⋯\n死相が　でとるわい			Mm...Segni di morte stanno apparendo.	Eu sinto a morte se aproximando...	Jum... La muerte se cierne sobre él.	Ich spüre, wie der Tod sich nähert...	Wyczuwam, jak nadchodzi śmierć...		Ölümün yaklaştığını hissediyorum...		
														
event23_name	Entering the Palace	Time Limits and Unforgettable Promises	タイムリミットとわすれない約束			Palazzo di Promesse Indimenticabili e Limiti di Tempo	Entrando no Palácio	Plazos y promesas inolvidables	Betreten des Palastes	Dotarcie do Pałacu		Saraya Giriş		
event23_1	Hehehe. Looks like my time limit is\nabout up.	Heheh.\nLooks like my time limit is almost up.	へへ　どうやら　オレの\nタイムリミットも近いみたいだな			Eheh.\nSembra che il mio tempo sia quasi scaduto.	Hehehe.\nParece que a minha hora tá chegando.	Je, je, je. ¿Qué tal?\nParece que mi tiempo casi se acaba.	Hehehe. Schätze meine Zeit ist fast abgelaufen.	Hehehe...\nNajwidoczniej kończy mi się czas.		Hehehe. Görünüşe göre süre\nsınırım neredeyse doldu.		
event23_2	Sonic?!	Sonic!?	ソニック！？			Sonic?!	Sonic?!	¡Sonic!	Sonic?!	Sonic?!		Sonic?!		
event23_3	Sorry. I don't mean to worry you\n...I'll be okay.	Sorry. I don't mean to make you\nworry over nothing...I'm fine.	わりぃ　よけいな心配\nさせちまったな　…大丈夫だ			Scusa. Non volevo farti preoccupare\nper niene...sto bene.	Desculpa.\nNão queria te preocupar...vou ficar bem.	Lo siento. Te preocupé innecesariamente.\nTodo está bien.	Tschuldige. Ich wollte dir keine Angst machen.\nDas wird schon wieder.	Sorki, nie chciałem Cię martwić...\nNic mi nie będzie.		Üzgünüm. Seni endişelendirmek istemedim.\n...İyi olacağım.		
event23_4	I'm so, so sorry.	I am truly sorry	本当にごめんなさい			Mi dispiace veramente	Eu sinto muito, muito mesmo.	Lo siento mucho.	Es tut mir so unendlich leid.	Bardzo, bardzo przepraszam.		Ben çok, çok üzgünüm.		
event23_5	It's my fault that this happened to you...	For dragging you into all this...	こんなことに\n巻きこんでしまって…			Per averti trascinato in tutto questo...	É minha culpa que tudo isso aconteceu com você...	Lamento haberte involucrado en esto.	Es ist nur meine Schuld,\ndass du das durchmachen musst...	To moja wina, że Ci się to stało...		Bu durumun başına gelmesinden ben sorumluyum...		
event23_6	Really. Don't worry about it.	...\nIt's okay, don't worry about it.	…\nいいんだ気にすんなって			...\nVa bene, non preoccuparti al riguardo.	Sério, não se preocupa com isso.	Está bien. No te preocupes.	Im Ernst, mach dir keinen Kopf.	Serio. Nie martw się o to.		Gerçekten. Endişelenme		
event23_7	Just remember my promise...\nThe promise between me and you.	Our promise...Don't for get the promise\nbetween you and me!	約束…　オレとオマエの約束\nわすれるなよ！			La nostra promessa...Non dimenticare la promessa\nche abbiamo fatto!	É só lembrar da minha promessa...\nA promessa entre eu e você.	Te lo prometo. No olvides la promesa que hicimos.	Denk nur immer an unser Versprechen...\nDas Versprechen zwischen dir und mir.	Po prostu pamiętaj o naszej obietnicy...\nObietnicy między mną a tobą.		Sadece siana verdiğim sözü hatırla...\nBenimle senin arandaki sözü.		
event23_8	I haven't forgotten that promise!	...Our promise.\nI haven't forgotten!!	…約束\nわすれてないよ！！			...La nostra promessa.\nNon me ne sono dimenticato!!!	Eu não esqueci essa promessa!	No... no se me ha olvidado.	Wie könnte ich das jemals vergessen!	Nie zapomniałam o niej!		O sözü unutmadım!		
event23_9	I knew I could count on you, Shahra.	All right!	よし！			Bene!	Sabia que podia contar com você Sharah.	¡Bien!	Ich wusste, ich kann auf dich zählen, Shahra.	Wiedziałem, że moge na Ciebie liczyć Shahra.		Sana güvenebileceğimi biliyordum, Shahra.		
